,Vacancy,Salary min,Salary max,Currency,Link,Site,Employer,Place
624,Разработчик ETL (Витрины МБ),,,,https://hh.ru/vacancy/67264748?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,"Иннотех, Группа компаний",Москва
625,Python разработчик,,,,https://hh.ru/vacancy/66665071?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,NOVARDIS,Санкт-Петербург
626,"Разработчик Bitrix24, удаленно (проект ""Цифровая платформа МСП.РФ"")",,220000.0,руб.,https://hh.ru/vacancy/67020669?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,NOTAMEDIA,Москва
627,UE4 Developer Blueprint/C++,90000.0,,руб.,https://hh.ru/vacancy/67347893?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,LYMpro,Москва
628,C/C++ Developer in Advanced Computing Team,,,,https://hh.ru/vacancy/32569325?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Samsung Research Russia,"Москва, Савёловская"
629,Светорежиссер (Светотехник/программист),,,,https://hh.ru/vacancy/66216956?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО ФонтанГрад,Краснодар
630,Full stack разработчик (Python),160000.0,220000.0,руб.,https://hh.ru/vacancy/55471391?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ЛогЛаб,"Москва, Алтуфьево и еще 1 "
631,Python developer,,,,https://hh.ru/vacancy/53651431?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Курсус,"Санкт-Петербург, Чернышевская"
632,"Разработчик Python, ETL, Senior/Lead",,400000.0,руб.,https://hh.ru/vacancy/53650710?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Диплей,Москва
633,Ведущий инженер (разработчик клиент-серверных приложений - backend),48300.0,120000.0,руб.,https://hh.ru/vacancy/67337807?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ФГУП НИИ Квант,Москва
634,Python developer в МТС ID Scan (Big Data),,,,https://hh.ru/vacancy/67087481?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,"ПАО «МТС», IT","Москва, Технопарк"
635,Backend Developer (Golang),,,,https://hh.ru/vacancy/49883107?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,"РОССТ, РА","Москва, Бауманская"
636,Программист Python,90000.0,,руб.,https://hh.ru/vacancy/49955680?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,it-aces.com,Ярославль
637,Ведущий программист C/C++,,,,https://hh.ru/vacancy/67297545?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,АО ЦНИИАГ,Москва
638,Developer Full stack Platform Ops,2000.0,3000.0,USD,https://hh.ru/vacancy/67332213?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,LATOKEN,Москва
639,Python Developer,,,,https://hh.ru/vacancy/66698975?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,NOVARDIS,Санкт-Петербург
640,Старший инженер-программист C++,,,,https://hh.ru/vacancy/43562672?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,МФИ Софт,Нижний Новгород
641,Senior backend developer (PHP),,,,https://hh.ru/vacancy/66817703?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,KASSIR.RU,Санкт-Петербург
642,Старший программист C/C++,,,,https://hh.ru/vacancy/55889154?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,АО ЦНИИАГ,Москва
643,Python Developer,,,,https://hh.ru/vacancy/66678087?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Цифроматика,"Москва, Южная"
644,Python developer,,,,https://hh.ru/vacancy/66677601?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,АО РТСофт,Иваново (Ивановская область)
645,"Разработчик C#, ERP и учётные системы, Metazon",,,,https://hh.ru/vacancy/54519716?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Ozon Информационные технологии,"Москва, Деловой центр и еще 1 "
646,Python разработчик / Python developer,,,,https://hh.ru/vacancy/66661971?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Московский метрополитен,Москва
647,Аналитик-разработчик в группу спецпроектов поиска,,,,https://hh.ru/vacancy/67306309?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Яндекс,Москва
648,"Fullstack-разработчик (Python, JS)",100000.0,130000.0,руб.,https://hh.ru/vacancy/66819485?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО ГУДЗОН,"Екатеринбург, Геологическая и еще 1 "
649,Стажер-программист 1С,,,,https://hh.ru/vacancy/47126760?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,IT-Сервис,Киров (Кировская область)
650,Backend (Java) разработчик (команда Application Security),,,,https://hh.ru/vacancy/67302220?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Сбер для экспертов,Москва
651,"Младший разработчик информационных систем Python, Поиск/Поисковые подсказки",,,,https://hh.ru/vacancy/67015986?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Ozon Информационные технологии,"Москва, Выставочная и еще 2 "
652,Backend developer (Java),,,,https://hh.ru/vacancy/67221074?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Аренадата Софтвер,Санкт-Петербург
653,Python-разработчик в Цифровые поверхности Салют (направление B2B2C),200000.0,400000.0,руб.,https://hh.ru/vacancy/67135135?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Сбер. IT,"Москва, Кутузовская и еще 1 "
654,Python developer,100000.0,,руб.,https://hh.ru/vacancy/66643014?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,HR Поддержка,Томск
655,Инженер-программист в Лабораторию виртуальной и дополненной реальности ВКИ НГУ,,,,https://hh.ru/vacancy/53260016?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Новосибирский государственный университет,Новосибирск
656,Разработчик на Python,220000.0,,руб.,https://hh.ru/vacancy/55318972?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Видео 247,"Санкт-Петербург, Беговая"
657,Старший разработчик в архитектурную команду Практикума,,,,https://hh.ru/vacancy/67299978?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Яндекс,Москва
658,Инженер-программист (разработка клиент-серверных приложений),37700.0,110000.0,руб.,https://hh.ru/vacancy/67335102?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ФГУП НИИ Квант,Москва
659,Senior Python-разработчик в Цифровые поверхности Салют (Intelligent Search),200000.0,400000.0,руб.,https://hh.ru/vacancy/67045745?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Сбер. IT,Москва
660,Frontend-разработчик,40000.0,,руб.,https://hh.ru/vacancy/67077711?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ИП Кыркунов Даниил Викторович,Пермь
661,Python developer (middle/senior),,,,https://hh.ru/vacancy/66825265?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Сбер. IT,Санкт-Петербург
662,Главный разработчик Python,,,,https://hh.ru/vacancy/52250620?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Ай-Теко (I-Teco),Москва
663,Инженер-Программист (отдела функционального тестирования),150000.0,,руб.,https://hh.ru/vacancy/66229938?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,СИРИУС,Москва
664,Middle Backend Developer (Python),,,,https://hh.ru/vacancy/55411988?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Объединение когнитивных ассоциативных систем,Тюмень
665,Разработчик Bi,,,,https://hh.ru/vacancy/67065927?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Аптеки ВИТА,Самара
666,Frontend-разработчик,100000.0,215000.0,руб.,https://hh.ru/vacancy/46690363?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Тензор,"Санкт-Петербург, Московские ворота"
667,Java-разработчик,,,,https://hh.ru/vacancy/67069027?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,"ООО ""Экспертек ИБС""","Москва, Тимирязевская"
668,Python Developer middle+/senior,,,,https://hh.ru/vacancy/66818369?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Фаст Софт,"Санкт-Петербург, Комендантский проспект и еще 2 "
669,Senior Python Developer (remote),250000.0,,руб.,https://hh.ru/vacancy/54962671?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,BestDoctor,Москва
670,Senior Python Developer (remote),250000.0,,руб.,https://hh.ru/vacancy/55012550?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,BestDoctor,Санкт-Петербург
671,Senior Python Developer (remote),250000.0,,руб.,https://hh.ru/vacancy/55012551?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,BestDoctor,Нижний Новгород
672,Senior Python Developer (remote),250000.0,,руб.,https://hh.ru/vacancy/55012552?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,BestDoctor,Ростов-на-Дону
673,Senior Python Developer (remote),250000.0,,руб.,https://hh.ru/vacancy/55012553?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,BestDoctor,Краснодар
674,Senior Python Developer (remote),250000.0,,руб.,https://hh.ru/vacancy/55012554?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,BestDoctor,Екатеринбург
675,Senior Python Developer (remote),250000.0,,руб.,https://hh.ru/vacancy/55012555?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,BestDoctor,Ульяновск
676,Senior Python Developer (remote),250000.0,,руб.,https://hh.ru/vacancy/55012556?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,BestDoctor,Пермь
677,Python-разработчик / Middle/Senior/TechLead,,,,https://hh.ru/vacancy/51970310?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,KODE,Калининград
678,Ведущий Python разработчик,200000.0,350000.0,руб.,https://hh.ru/vacancy/66726997?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ODDSCORP,Москва
679,Ведущий Python разработчик,3000.0,5000.0,USD,https://hh.ru/vacancy/66723273?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Heatbit,Новосибирск
680,PostgreSQL Senior Development Specialist,,,,https://hh.ru/vacancy/67234098?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,JuicyScore,Москва
681,Senior Rust Developer (Blockchain) с релокацией в ЕС,5000.0,10000.0,USD,https://hh.ru/vacancy/66930379?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Кадровое агентство Алексея Сухорукова,Новосибирск
682,Системный инженер-программист С/С++,,,,https://hh.ru/vacancy/50161810?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Прософт-Системы,"Екатеринбург, Чкаловская"
683,Java Developer,300000.0,400000.0,руб.,https://hh.ru/vacancy/67137283?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Hunt For You,Москва
684,Back-end Developer (Ruby On Rails) удалённо,100000.0,350000.0,руб.,https://hh.ru/vacancy/66553433?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Поток.Диджитал,Москва
685,Программист 1С (Управление Торговлей),200000.0,,руб.,https://hh.ru/vacancy/53618703?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ГК АВТОРУСЬ,"Москва, Коньково"
686,Программист-разработчик,150000.0,,руб.,https://hh.ru/vacancy/52279690?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ГБУ МО Мособлгеотрест,"Москва, Савёловская и еще 1 "
687,Web-разработчик / Backend программист Python,80000.0,180000.0,руб.,https://hh.ru/vacancy/66785717?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ORBIS,Калуга
688,Middle/Senior PHP developer,,,,https://hh.ru/vacancy/67236688?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Первый Бит,"Москва, Фрунзенская"
689,Senior/Leading Software Development Engineer (Python),,,,https://hh.ru/vacancy/66955415?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Wartsila,Санкт-Петербург
690,Python Django программист FullSteck,250000.0,400000.0,руб.,https://hh.ru/vacancy/66789484?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Международная футбольная школа Импульс,Тольятти
691,C# Developer,,,,https://hh.ru/vacancy/67136937?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Национальный расчетный депозитарий,"Москва, Бауманская"
692,SDET / Software Development Engineer,,,,https://hh.ru/vacancy/66663607?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,BIMeister,"Москва, Дмитровская и еще 1 "
693,Fullstack Python / React developer (mostly BE),,,,https://hh.ru/vacancy/66950929?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Nitka Technologies,Москва
694,"Код-ревьюер на курс ""Python-разработчик""",,,,https://hh.ru/vacancy/66899688?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Яндекс Практикум,Москва
695,Инженер-программист С++ (проект REGUL),,,,https://hh.ru/vacancy/55574051?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Прософт-Системы,"Екатеринбург, Чкаловская"
696,C++ Developer (С++ разработчик),,,,https://hh.ru/vacancy/66870625?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Social Quantum,Москва
697,C++ Developer (С++ разработчик),,,,https://hh.ru/vacancy/66870735?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Social Quantum,Санкт-Петербург
698,Python service developer,180000.0,250000.0,руб.,https://hh.ru/vacancy/66878947?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Юэмджи Групп,Москва
699,Python-разработчик в Процессы бэк-офиса,,,,https://hh.ru/vacancy/66891711?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Яндекс,Санкт-Петербург
700,Разработчик - программист,,,,https://hh.ru/vacancy/55555156?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО НТПК,Шебекино
701,Инженер-программист - DevOps (отдела функционального тестирования),150000.0,,руб.,https://hh.ru/vacancy/66229870?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,СИРИУС,Москва
702,Senior Full-Stack JavaScript Developer,,5500.0,USD,https://hh.ru/vacancy/53097243?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Дартс рекрутинг сервисез,Москва
703,Старший разработчик Python,250000.0,400000.0,руб.,https://hh.ru/vacancy/50062705?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,HR CITY MOSCOW,Москва
704,"Старший разработчик Go, Путь совершения покупки, Пользовательский контент",,,,https://hh.ru/vacancy/66493805?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Ozon Информационные технологии,"Москва, Деловой центр и еще 2 "
705,Разработчик Python/Django Senior,250000.0,,руб.,https://hh.ru/vacancy/66778783?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,AlfaBit.Group,Москва
706,"Python-разработчик, парсинг",80000.0,120000.0,руб.,https://hh.ru/vacancy/66642102?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,SocialJet,Новосибирск
707,"Python-разработчик, парсинг",80000.0,120000.0,руб.,https://hh.ru/vacancy/66642103?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,SocialJet,Казань
708,"Старший разработчик Java, Поиск и Каталог",,,,https://hh.ru/vacancy/54772580?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Ozon Информационные технологии,"Москва, Выставочная и еще 2 "
