,Vacancy,Salary min,Salary max,Currency,Link,Site,Employer,Place
709,"Старший разработчик Java, Поиск и Каталог",,,,https://hh.ru/vacancy/51619275?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Ozon Информационные технологии,Санкт-Петербург
710,Middle Python developer,,,,https://hh.ru/vacancy/66698320?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ECOMMPAY IT,"Москва, Выставочная и еще 1 "
711,Python-разработчик в Английский от Практикума,,,,https://hh.ru/vacancy/55543930?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Яндекс,Москва
712,Python-разработчик в Английский от Практикума,,,,https://hh.ru/vacancy/55543908?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Яндекс,Санкт-Петербург
713,Python-разработчик в Английский от Практикума,,,,https://hh.ru/vacancy/55543895?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Яндекс,Екатеринбург
714,Ведущий разработчик RPA,,,,https://hh.ru/vacancy/67132255?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,АО НефтеТрансСервис,Москва
715,Разработчик,,,,https://hh.ru/vacancy/66831782?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Directum,Уфа
716,Full Stack разработчик / Ведущий разработчик,,,,https://hh.ru/vacancy/67074909?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Ростелеком - Центры обработки данных,Москва
717,Senior NodeJS Developer,,,,https://hh.ru/vacancy/53063922?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Айтимедиа Групп,Москва
718,"Senior Full Stack Developer (Python, JS)",,,,https://hh.ru/vacancy/51727227?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,"МАГНИТ, Розничная сеть",Москва
719,Разработчик SQL,,,,https://hh.ru/vacancy/66997803?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Сбер. IT,"Екатеринбург, Геологическая"
720,Node.js Senior Backend Developer,280000.0,330000.0,руб.,https://hh.ru/vacancy/67217737?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ИП Шпак Виктория Сергеевна,Москва
721,Разработчик Python(R&D),,,,https://hh.ru/vacancy/43558725?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Группа компаний Астра,"Москва, Верхние Котлы и еще 1 "
722,Python test automation engineer,,,,https://hh.ru/vacancy/54618396?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Центр разработки Orion Innovation (ранее MERA),Санкт-Петербург
723,Python test automation engineer,,,,https://hh.ru/vacancy/54618395?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Центр разработки Orion Innovation (ранее MERA),Москва
724,Разработчик СУБД (C/Python),,,,https://hh.ru/vacancy/66728513?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Аренадата Софтвер,Новосибирск
725,Программист,,,,https://hh.ru/vacancy/66913946?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Группа Компаний ОЗНА,Уфа
726,Python developer (Django/Flask),,,,https://hh.ru/vacancy/54768459?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Emphasoft,Санкт-Петербург
727,Python разработчик Middle/Senior,120000.0,200000.0,руб.,https://hh.ru/vacancy/66726569?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ODDSCORP,Москва
728,Python-разработчик во внутренний каталог сервисов,,,,https://hh.ru/vacancy/66801729?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Яндекс,Нижний Новгород
729,Python-разработчик во внутренний каталог сервисов,,,,https://hh.ru/vacancy/66801713?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Яндекс,Екатеринбург
730,Python-разработчик во внутренний каталог сервисов,,,,https://hh.ru/vacancy/66801696?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Яндекс,Санкт-Петербург
731,Python-разработчик во внутренний каталог сервисов,,,,https://hh.ru/vacancy/66801674?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Яндекс,Москва
732,"Ведущий разработчик (Эксплуатация, Виртуализация)",,,,https://hh.ru/vacancy/66092762?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Ozon Информационные технологии,Москва
733,Программист Python / C++,,,,https://hh.ru/vacancy/48277579?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,LG Electronics Inc.,"Санкт-Петербург, Чернышевская"
734,Unreal Engine/C++ разработчик,,,,https://hh.ru/vacancy/67170051?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Софтвэй++,Якутск
735,Full stack разработчик,,,,https://hh.ru/vacancy/48917398?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ПАО «Газпром нефть»,Санкт-Петербург
736,Senior IOS developer (MTS AI),250000.0,,руб.,https://hh.ru/vacancy/66074033?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,"ПАО «МТС», IT","Москва, Курская и еще 2 "
737,Инженер-разработчик цифровых устройств (FPGA),,,,https://hh.ru/vacancy/48808430?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО ЦИТМ Экспонента,Зеленоград
738,Разработчик Go (Trust & Safety),,,,https://hh.ru/vacancy/67172879?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,АВИТО ТЕХ: разработка,Москва
739,"Разработчик АБС (SQL, Delphi)",250000.0,,руб.,https://hh.ru/vacancy/55224683?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Группа СМП Банк,Москва
740,DevOps engineer,,,,https://hh.ru/vacancy/66936172?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Айдарова Жанар,Санкт-Петербург
741,Программист Linux,,,,https://hh.ru/vacancy/49576176?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,НАТЕКС,"Москва, Царицыно"
742,Руководитель группы / ведущий разработчик Python,,600000.0,руб.,https://hh.ru/vacancy/66761915?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,HR CITY MOSCOW,Москва
743,SDET / Software Development Engineer in Test,,,,https://hh.ru/vacancy/67256406?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Тест АйТи,"Москва, Дмитровская"
744,Middle / Senior Разработчик на Python Django (REST),180000.0,,руб.,https://hh.ru/vacancy/66819410?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Remanga.org,"Москва, Пушкинская"
745,Инженер-программист в отдел системной интеграции,,,,https://hh.ru/vacancy/67242219?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Эвокарго,"Москва, Алексеевская"
746,Senior Software Developer C++ (ML/AI),,,,https://hh.ru/vacancy/67244506?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ЗАО 1С,Москва
747,Backend разработчик Python Senior (Проект Персональные данные),,,,https://hh.ru/vacancy/54261880?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,"ГРЧЦ, ФГУП","Москва, Марьина Роща"
748,"Software Development Engineer in Test (Python, KICS)",,,,https://hh.ru/vacancy/66873293?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Лаборатория Касперского,"Москва, Водный стадион"
749,Инженер-программист по автоматизации и СМ,75000.0,100000.0,руб.,https://hh.ru/vacancy/52425899?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Ронда Лимитед,Владивосток
750,Старший разработчик ГИС,149500.0,,руб.,https://hh.ru/vacancy/66711424?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Группа Сибантрацит,Москва
751,Pyton разработчик (jun+/middle),150000.0,,руб.,https://hh.ru/vacancy/66743711?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Аликсон,Москва
752,Программист С++,,,,https://hh.ru/vacancy/39226750?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,АО Атомик Софт,Томск
753,Senior ML developer,,300000.0,руб.,https://hh.ru/vacancy/67117902?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО Таргет,Москва
754,Senior Machine learning developer/Data Science,,,,https://hh.ru/vacancy/49504734?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,АО РТИ,Москва
755,"Full-stack PHP/JS разработчик (команда Клипы, ВКонтакте)",,,,https://hh.ru/vacancy/67239020?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,VK,Санкт-Петербург
756,Стажер-разработчик/web-программист,25000.0,,руб.,https://hh.ru/vacancy/67014589?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Fortech,Новочеркасск
757,Senior Python разработчик (PT Sandbox),,,,https://hh.ru/vacancy/55470021?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Positive Technologies,Самара
758,Senior Python разработчик (PT Sandbox),,,,https://hh.ru/vacancy/55470020?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Positive Technologies,Томск
759,Senior Python разработчик (PT Sandbox),,,,https://hh.ru/vacancy/55470019?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Positive Technologies,Новосибирск
760,Инженер-программист (Python) / Software engineer (Python),,,,https://hh.ru/vacancy/66636226?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,YADRO,"Санкт-Петербург, Площадь Ленина"
761,Java Microservice Developer,,,,https://hh.ru/vacancy/67113048?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,"Иннотех, Группа компаний",Москва
762,"Online Tutor (Python, Scratch) with English/Bahasa",,,,https://hh.ru/vacancy/67083646?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Алгоритмика,Москва
763,Junior Developer,,,,https://hh.ru/vacancy/54964166?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,EY (Эрнст энд Янг),Новосибирск
764,PHP-разработчик,,,,https://hh.ru/vacancy/66954550?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ForDA,Санкт-Петербург
765,Senior Software Engineer (SDET) to Armenia,,,,https://hh.ru/vacancy/66640799?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Synopsys,Санкт-Петербург
766,Hadoop разработчик,,,,https://hh.ru/vacancy/54943533?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Лига Цифровой Экономики,Москва
767,Hadoop Разработчик,,,,https://hh.ru/vacancy/55066413?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Лига Цифровой Экономики,Москва
768,PHP-разработчик,90000.0,,руб.,https://hh.ru/vacancy/55527502?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Санкт-Петербургский политехнический университет Петра Великого (ФГАОУ ВО СПбПУ),Санкт-Петербург
769,Программист JS,105000.0,215000.0,руб.,https://hh.ru/vacancy/66975046?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Тензор,Кострома
770,"Back-end разработчик Web-приложений (Python, middle,middle+)",,,,https://hh.ru/vacancy/50931539?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Айбим,"Москва, Планерная"
771,Программист JS,115000.0,220000.0,руб.,https://hh.ru/vacancy/66974044?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Тензор,Рыбинск
772,Backend-разработчик (PaaS),,,,https://hh.ru/vacancy/67011323?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,VK,Санкт-Петербург
773,Backend-разработчик (PaaS),,,,https://hh.ru/vacancy/67011322?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,VK,Москва
774,Go Developer,,,,https://hh.ru/vacancy/66742376?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,АО Диалог,"Санкт-Петербург, Горьковская"
775,Middle / Senior Python/Go developer,80000.0,200000.0,руб.,https://hh.ru/vacancy/30548119?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,ООО МедиаСофт,Ульяновск
776,Руководитель IT-отдела / Team Lead,80000.0,120000.0,руб.,https://hh.ru/vacancy/66689725?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,РусЭкспресс,Москва
777,Инженер-программист С++ (СПО),,,,https://hh.ru/vacancy/48808210?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,"Русские базовые информационные технологии, Научно-производственное объединение","Москва, Нагатинская"
778,Python разработчик в Yandex Pay,,,,https://hh.ru/vacancy/54767568?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Яндекс,Новосибирск
779,Python разработчик в Yandex Pay,,,,https://hh.ru/vacancy/54767567?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,hh.ru,Яндекс,Екатеринбург
